index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,date,total_tests,tests_1m_pop
46,Argentina,820,75,20,1,91,709,0,18,4,2020-03-29,,
47,Serbia,741,82,13,3,42,686,25,85,1,2020-03-29,,
48,Slovenia,730,46,11,2,10,709,23,351,5,2020-03-29,,
49,Croatia,713,56,6,1,52,655,26,174,1,2020-03-29,,
50,Diamond Princess,712,0,10,0,603,99,15,0,0,2020-03-29,,
51,Colombia,702,94,10,4,10,682,29,14,2,2020-03-29,,
52,Estonia,679,34,3,2,20,656,10,512,2,2020-03-29,,
53,Hong Kong,641,81,4,0,118,519,5,86,5,2020-03-29,,
54,Qatar,634,44,1,0,48,585,6,220,3,2020-03-29,,
55,Egypt,609,33,40,4,132,437,0,6,4,2020-03-29,,
56,UAE,570,102,3,1,58,509,2,58,3,2020-03-29,,
57,Iraq,547,41,42,0,143,362,0,14,1,2020-03-29,,
58,New Zealand,514,0,1,0,56,457,1,107,2,2020-03-29,,
59,Algeria,511,57,31,2,31,449,0,12,7,2020-03-29,,
60,Bahrain,499,23,4,0,272,223,1,293,2,2020-03-29,,
61,Morocco,479,77,26,1,13,440,1,13,7,2020-03-29,,
62,Ukraine,475,119,10,1,6,459,0,11,2,2020-03-29,,
63,Lithuania,460,66,7,0,1,452,2,169,3,2020-03-29,,
64,Lebanon,438,26,10,2,30,398,4,64,1,2020-03-29,,
65,Armenia,424,17,3,2,30,391,6,143,1,2020-03-29,,
66,Hungary,408,65,13,2,34,361,6,42,1,2020-03-29,,
67,Latvia,347,42,0,0,1,346,3,184,0,2020-03-29,,
68,Bulgaria,346,15,8,1,14,324,8,50,1,2020-03-29,,
69,Andorra,334,26,6,3,1,327,10,4323,78,2020-03-29,,
70,Bosnia and Herzegovina,323,45,6,0,8,309,1,98,2,2020-03-29,,
71,Costa Rica,314,19,2,0,3,309,6,62,4,2020-03-29,,
72,Slovakia,314,22,0,0,2,312,1,58,0,2020-03-29,,
73,Tunisia,312,34,8,0,2,302,10,26,7,2020-03-29,,
74,Uruguay,304,0,1,0,0,303,9,88,3,2020-03-29,,
75,Taiwan,298,15,3,1,39,256,0,13,1,2020-03-29,,
76,Kazakhstan,284,56,1,0,20,263,0,15,5,2020-03-29,,
77,Moldova,263,32,2,0,2,259,33,65,5,2020-03-29,,
78,North Macedonia,259,18,6,2,3,250,1,124,3,2020-03-29,,
79,Jordan,259,13,3,2,18,238,3,25,3,2020-03-29,,
80,Kuwait,255,20,0,0,67,188,12,60,0,2020-03-29,,
81,San Marino,224,0,22,0,6,196,16,6602,648,2020-03-29,,
82,Burkina Faso,222,15,12,1,23,187,0,11,6,2020-03-29,,
83,Cyprus,214,35,6,1,15,193,3,177,5,2020-03-29,,
84,Albania,212,15,10,0,33,169,3,74,3,2020-03-29,,
85,Azerbaijan,209,27,4,0,15,190,23,21,4,2020-03-29,,
86,Vietnam,188,14,0,0,25,163,3,2,0,2020-03-29,,
87,Réunion,183,0,0,0,1,182,0,204,0,2020-03-29,,
88,Oman,167,15,0,0,23,144,3,33,0,2020-03-29,,
89,Ivory Coast,165,64,1,1,4,160,0,6,4,2020-03-29,,
90,Faeroe Islands,159,4,0,0,70,89,1,3254,0,2020-03-29,,
91,Ghana,152,11,5,0,2,145,1,5,2,2020-03-29,,
92,Malta,151,2,0,0,2,149,4,342,0,2020-03-29,,
93,Uzbekistan,144,40,2,0,7,135,8,4,6,2020-03-29,,
94,Senegal,142,12,0,0,27,115,0,8,0,2020-03-29,,
95,Cameroon,139,48,6,4,5,128,0,5,2,2020-03-29,,
96,Cuba,139,20,3,0,4,132,2,12,3,2020-03-29,,
97,Brunei,126,6,1,0,34,91,1,288,2,2020-03-29,,
98,Afghanistan,120,10,4,0,2,114,0,3,1,2020-03-29,,
99,Venezuela,119,0,3,1,39,77,6,4,1,2020-03-29,,
100,Sri Lanka,117,4,1,0,11,105,5,5,5,2020-03-29,,
101,Nigeria,111,14,1,0,3,107,0,5,0,2020-03-29,,
102,Honduras,110,15,3,2,3,104,4,11,3,2020-03-29,,
103,Palestine,109,5,1,0,18,90,0,21,2,2020-03-29,,
104,Channel Islands,108,11,2,1,0,106,0,621,12,2020-03-29,,
105,Mauritius,107,5,3,1,0,104,1,84,2,2020-03-29,,
106,Guadeloupe,106,4,4,2,17,85,10,265,10,2020-03-29,,
107,Cambodia,103,4,0,0,21,82,1,6,0,2020-03-29,,
108,Belarus,94,0,0,0,32,62,2,10,0,2020-03-29,,
109,Martinique,93,0,1,0,0,92,12,248,3,2020-03-29,,
110,Georgia,91,1,0,0,18,73,1,23,0,2020-03-29,,
111,Montenegro,85,1,1,0,0,84,1,135,2,2020-03-29,,
112,Kyrgyzstan,84,26,0,0,0,84,0,13,0,2020-03-29,,
113,DRC,81,16,8,2,2,71,0,9,9,2020-03-29,,
114,Bolivia,81,7,1,1,0,80,3,7,9,2020-03-29,,
115,Trinidad and Tobago,78,2,3,0,1,74,0,56,2,2020-03-29,,
116,Rwanda,70,10,0,0,0,70,0,5,0,2020-03-29,,
117,Gibraltar,65,9,0,0,14,51,0,1929,0,2020-03-29,,
118,Mayotte,63,0,0,0,0,63,0,231,0,2020-03-29,,
119,Paraguay,59,3,3,0,1,55,3,8,4,2020-03-29,,
120,Liechtenstein,56,0,0,0,0,56,0,1469,0,2020-03-29,,
121,Aruba,50,4,0,0,1,49,0,468,0,2020-03-29,,
122,Bangladesh,48,0,5,0,15,28,1,3,3,2020-03-29,,
123,Monaco,46,3,1,0,1,44,0,1172,25,2020-03-29,,
124,French Guiana,43,15,0,0,6,37,0,144,0,2020-03-29,,
125,Kenya,42,4,1,0,1,40,2,8,2,2020-03-29,,
126,Isle of Man,42,10,0,0,0,42,0,494,0,2020-03-29,,
127,Madagascar,39,13,0,0,0,39,0,1,0,2020-03-29,,
128,Macao,37,3,0,0,10,27,0,57,0,2020-03-29,,
129,Guatemala,34,0,1,0,10,23,1,2,6,2020-03-29,,
130,Barbados,33,7,0,0,0,33,0,115,0,2020-03-29,,
131,Uganda,33,3,0,0,0,33,0,7,0,2020-03-29,,
132,Jamaica,32,2,1,0,2,29,0,11,3,2020-03-29,,
133,French Polynesia,30,0,0,0,0,30,0,107,0,2020-03-29,,
134,Zambia,29,1,0,0,0,29,0,2,0,2020-03-29,,
135,Togo,25,0,1,0,1,23,0,3,1,2020-03-29,,
136,El Salvador,24,5,0,0,0,24,0,4,0,2020-03-29,,
137,Bermuda,22,5,0,0,2,20,0,353,0,2020-03-29,,
138,Ethiopia,21,5,0,0,1,20,0,2,0,2020-03-29,,
139,Congo,19,15,0,0,0,19,0,3,0,2020-03-29,,
140,Mali,18,0,1,0,0,17,0,9,5,2020-03-29,,
141,Niger,18,8,1,0,0,17,0,7,4,2020-03-29,,
142,Djibouti,18,4,0,0,0,18,0,18,0,2020-03-29,,
143,Maldives,17,1,0,0,13,4,0,31,0,2020-03-29,,
144,Guinea,16,8,0,0,0,16,0,1,0,2020-03-29,,
145,Haiti,15,7,0,0,1,14,0,1,0,2020-03-29,,
146,New Caledonia,15,0,0,0,0,15,0,53,0,2020-03-29,,
147,Bahamas,14,4,0,0,1,13,0,36,0,2020-03-29,,
148,Tanzania,14,0,0,0,1,13,0,2,0,2020-03-29,,
149,Cayman Islands,12,4,1,0,0,11,0,183,15,2020-03-29,,
150,Equatorial Guinea,12,0,0,0,0,12,0,9,0,2020-03-29,,
151,Eritrea,12,6,0,0,0,12,0,3,0,2020-03-29,,
152,Mongolia,12,0,0,0,0,12,0,4,0,2020-03-29,,
153,Dominica,11,0,0,0,0,11,0,153,0,2020-03-29,,
154,Namibia,11,3,0,0,2,9,0,4,0,2020-03-29,,
155,Saint Martin,11,0,0,0,0,11,0,284,0,2020-03-29,,
156,Greenland,10,0,0,0,2,8,0,176,0,2020-03-29,,
157,Myanmar,10,2,0,0,0,10,0,2,0,2020-03-29,,
158,Syria,9,4,1,1,0,8,0,5,6,2020-03-29,,
159,Grenada,9,2,0,0,0,9,0,80,0,2020-03-29,,
160,Saint Lucia,9,6,0,0,1,8,0,49,0,2020-03-29,,
161,Eswatini,9,0,0,0,0,9,0,8,0,2020-03-29,,
162,Curaçao,8,0,1,0,2,5,0,49,6,2020-03-29,,
163,Guyana,8,0,1,0,0,7,0,10,1,2020-03-29,,
164,Laos,8,0,0,0,0,8,0,1,0,2020-03-29,,
165,Libya,8,5,0,0,0,8,0,1,0,2020-03-29,,
166,Mozambique,8,0,0,0,0,8,0,3,0,2020-03-29,,
167,Seychelles,8,0,0,0,0,8,0,81,0,2020-03-29,,
168,Suriname,8,0,0,0,0,8,0,14,0,2020-03-29,,
169,Angola,7,2,2,2,0,5,0,2,6,2020-03-29,,
170,Gabon,7,0,1,0,0,6,0,3,4,2020-03-29,,
171,Zimbabwe,7,0,1,0,0,6,0,5,7,2020-03-29,,
172,Antigua and Barbuda,7,0,0,0,0,7,0,71,0,2020-03-29,,
173,Cabo Verde,6,0,1,0,0,5,0,11,2,2020-03-29,,
174,Sudan,6,1,1,0,0,5,0,1,2,2020-03-29,,
175,Benin,6,0,0,0,0,6,0,5,0,2020-03-29,,
176,Vatican City,6,0,0,0,0,6,0,7491,0,2020-03-29,,
177,Sint Maarten,6,0,0,0,0,6,0,140,0,2020-03-29,,
178,Nepal,5,0,0,0,1,4,0,2,0,2020-03-29,,
179,Fiji,5,0,0,0,0,5,0,6,0,2020-03-29,,
180,Mauritania,5,0,0,0,2,3,0,1,0,2020-03-29,,
181,Montserrat,5,0,0,0,0,5,0,1002,0,2020-03-29,,
182,St. Barth,5,0,0,0,0,5,0,506,0,2020-03-29,,
183,Gambia,4,1,1,0,0,3,0,2,4,2020-03-29,,
184,Nicaragua,4,0,1,0,0,3,0,6,2,2020-03-29,,
185,Bhutan,4,1,0,0,0,4,0,5,0,2020-03-29,,
186,Turks and Caicos,4,0,0,0,0,4,0,103,0,2020-03-29,,
187,CAR,3,0,0,0,0,3,0,6,0,2020-03-29,,
188,Chad,3,0,0,0,0,3,0,2,0,2020-03-29,,
189,Liberia,3,0,0,0,0,3,0,6,0,2020-03-29,,
190,Somalia,3,0,0,0,0,3,0,2,0,2020-03-29,,
191,MS Zaandam,2,0,0,0,0,2,0,0,0,2020-03-29,,
192,Anguilla,2,0,0,0,0,2,0,133,0,2020-03-29,,
193,Belize,2,0,0,0,0,2,0,5,0,2020-03-29,,
194,British Virgin Islands,2,0,0,0,0,2,0,66,0,2020-03-29,,
195,Guinea-Bissau,2,0,0,0,0,2,0,1,0,2020-03-29,,
196,Saint Kitts and Nevis,2,0,0,0,0,2,0,38,0,2020-03-29,,
197,Papua New Guinea,1,0,0,0,0,1,0,1,0,2020-03-29,,
198,St. Vincent Grenadines,1,0,0,0,1,0,0,9,0,2020-03-29,,
199,Timor-Leste,1,0,0,0,0,1,0,8,0,2020-03-29,,
200,China,81439,0,3300,0,75448,2691,742,57,2,2020-03-29,,
