index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,date,deaths_1m_pop,total_tests,tests_1m_pop
34,Poland,425,70,5,0,13,407,3,11,2020-03-20,,,
35,Iceland,409,79,0,0,5,404,1,1199,2020-03-20,,,
36,Singapore,385,40,0,0,131,254,14,66,2020-03-20,,,
37,Indonesia,369,60,32,7,17,320,0,1,2020-03-20,,,
38,Saudi Arabia,344,70,0,0,8,336,0,10,2020-03-20,,,
39,Slovenia,341,22,1,0,0,340,9,164,2020-03-20,,,
40,Thailand,322,50,1,0,42,279,1,5,2020-03-20,,,
41,Romania,308,31,0,0,31,277,11,16,2020-03-20,,,
42,Bahrain,298,19,1,0,125,172,4,175,2020-03-20,,,
43,Egypt,285,29,8,1,42,235,0,3,2020-03-20,,,
44,Estonia,283,16,0,0,1,282,1,213,2020-03-20,,,
45,Peru,263,29,4,3,1,258,5,8,2020-03-20,,,
46,Hong Kong,256,48,4,0,98,154,4,34,2020-03-20,,,
47,Russia,253,54,1,0,12,240,0,2,2020-03-20,,,
48,India,249,55,5,1,23,221,0,2,2020-03-20,,,
49,Philippines,230,13,18,1,8,204,1,2,2020-03-20,,,
50,Iraq,208,16,17,4,49,142,0,5,2020-03-20,,,
51,South Africa,202,52,0,0,0,202,0,3,2020-03-20,,,
52,Panama,200,63,1,0,1,198,7,46,2020-03-20,,,
53,Lebanon,177,20,4,0,4,169,3,26,2020-03-20,,,
54,Mexico,164,46,1,0,4,159,1,1,2020-03-20,,,
55,Kuwait,159,11,0,0,22,137,5,37,2020-03-20,,,
56,Argentina,158,30,3,0,3,152,0,3,2020-03-20,,,
57,Colombia,145,37,0,0,1,144,0,3,2020-03-20,,,
58,San Marino,144,0,14,0,4,126,12,4244,2020-03-20,,,
59,UAE,140,0,2,2,31,107,2,14,2020-03-20,,,
60,Slovakia,137,13,0,0,0,137,2,25,2020-03-20,,,
61,Armenia,136,14,0,0,1,135,2,46,2020-03-20,,,
62,Taiwan,135,27,2,1,28,105,0,6,2020-03-20,,,
63,Serbia,135,32,1,1,2,132,4,15,2020-03-20,,,
64,Croatia,130,20,1,0,5,124,0,32,2020-03-20,,,
65,Bulgaria,127,20,3,0,1,123,0,18,2020-03-20,,,
66,Costa Rica,113,26,2,1,2,109,2,22,2020-03-20,,,
67,Latvia,111,25,0,0,1,110,0,59,2020-03-20,,,
68,Uruguay,110,31,0,0,0,110,0,32,2020-03-20,,,
69,Algeria,94,4,11,2,32,51,0,2,2020-03-20,,,
70,Vietnam,91,6,0,0,17,74,0,9,2020-03-20,,,
71,Bosnia and Herzegovina,89,25,0,0,2,87,1,27,2020-03-20,,,
72,Hungary,85,12,4,3,7,74,6,9,2020-03-20,,,
73,Jordan,85,16,0,0,1,84,0,8,2020-03-20,,,
74,Faeroe Islands,80,8,0,0,3,77,0,1637,2020-03-20,,,
75,Morocco,79,16,3,1,2,74,1,2,2020-03-20,,,
76,Brunei,78,5,0,0,1,77,2,178,2020-03-20,,,
77,North Macedonia,76,26,0,0,1,75,1,36,2020-03-20,,,
78,Andorra,75,1,0,0,1,74,2,971,2020-03-20,,,
79,Cyprus,75,8,0,0,0,75,1,62,2020-03-20,,,
80,Sri Lanka,73,13,0,0,3,70,0,3,2020-03-20,,,
81,Dominican Republic,72,38,2,0,0,70,0,7,2020-03-20,,,
82,Albania,70,6,2,0,2,66,2,24,2020-03-20,,,
83,Belarus,69,18,0,0,15,54,0,7,2020-03-20,,,
84,Moldova,66,17,1,0,1,64,3,16,2020-03-20,,,
85,Venezuela,65,23,0,0,1,64,0,2,2020-03-20,,,
86,Malta,64,11,0,0,2,62,1,145,2020-03-20,,,
87,Lithuania,63,15,0,0,1,62,1,23,2020-03-20,,,
88,Tunisia,54,15,1,0,1,52,7,5,2020-03-20,,,
89,New Zealand,53,25,0,0,0,53,0,11,2020-03-20,,,
90,Kazakhstan,52,8,0,0,0,52,0,3,2020-03-20,,,
91,Cambodia,51,14,0,0,1,50,0,3,2020-03-20,,,
92,Oman,48,0,0,0,13,35,0,9,2020-03-20,,,
93,Palestine,48,1,0,0,17,31,0,9,2020-03-20,,,
94,Senegal,47,11,0,0,5,42,0,3,2020-03-20,,,
95,Guadeloupe,45,12,0,0,0,45,0,112,2020-03-20,,,
96,Azerbaijan,44,0,1,0,7,36,0,4,2020-03-20,,,
97,Georgia,44,4,0,0,1,43,1,11,2020-03-20,,,
98,Ukraine,41,15,3,0,1,37,0,9,2020-03-20,,,
99,Burkina Faso,40,7,1,0,4,35,0,2,2020-03-20,,,
100,Uzbekistan,33,10,0,0,0,33,0,10,2020-03-20,,,
101,Martinique,32,9,1,0,0,31,7,85,2020-03-20,,,
102,Liechtenstein,28,0,0,0,0,28,0,734,2020-03-20,,,
103,Réunion,28,0,0,0,0,28,0,31,2020-03-20,,,
104,Afghanistan,24,2,0,0,1,23,0,6,2020-03-20,,,
105,Honduras,24,12,0,0,0,24,0,2,2020-03-20,,,
106,Bangladesh,20,2,1,0,3,16,1,1,2020-03-20,,,
107,Cameroon,20,7,0,0,2,18,0,8,2020-03-20,,,
108,Jamaica,19,4,1,0,2,16,0,6,2020-03-20,,,
109,DRC,18,4,0,0,0,18,0,2,2020-03-20,,,
110,Paraguay,18,5,0,0,0,18,1,3,2020-03-20,,,
111,Macao,17,0,0,0,10,7,0,26,2020-03-20,,,
112,Rwanda,17,6,0,0,0,17,0,1,2020-03-20,,,
113,Cuba,16,5,1,0,0,15,0,1,2020-03-20,,,
114,Bolivia,16,1,0,0,0,16,0,1,2020-03-20,,,
115,Ghana,16,5,0,0,0,16,0,5,2020-03-20,,,
116,Guyana,15,10,1,0,0,14,0,19,2020-03-20,,,
117,French Guiana,15,0,0,0,0,15,0,50,2020-03-20,,,
118,Guam,14,2,0,0,0,14,0,83,2020-03-20,,,
119,Montenegro,14,1,0,0,0,14,0,22,2020-03-20,,,
120,Puerto Rico,14,8,0,0,0,14,0,5,2020-03-20,,,
121,Maldives,13,0,0,0,2,11,0,24,2020-03-20,,,
122,Guatemala,12,3,1,0,0,11,0,7,2020-03-20,,,
123,Nigeria,12,0,0,0,1,11,0,6,2020-03-20,,,
124,Channel Islands,12,1,0,0,0,12,0,69,2020-03-20,,,
125,Mauritius,12,5,0,0,0,12,0,9,2020-03-20,,,
126,Monaco,11,1,0,0,0,11,0,280,2020-03-20,,,
127,French Polynesia,11,5,0,0,0,11,0,39,2020-03-20,,,
128,Gibraltar,10,0,0,0,2,8,0,297,2020-03-20,,,
129,Ivory Coast,9,0,0,0,1,8,0,3,2020-03-20,,,
130,Ethiopia,9,2,0,0,0,9,0,8,2020-03-20,,,
131,Togo,9,8,0,0,0,9,0,1,2020-03-20,,,
132,Trinidad and Tobago,9,0,0,0,0,9,0,6,2020-03-20,,,
133,Kenya,7,0,0,0,0,7,0,1,2020-03-20,,,
134,Seychelles,7,1,0,0,0,7,0,71,2020-03-20,,,
135,Barbados,6,1,0,0,0,6,0,21,2020-03-20,,,
136,Equatorial Guinea,6,0,0,0,0,6,0,4,2020-03-20,,,
137,Kyrgyzstan,6,3,0,0,0,6,0,9,2020-03-20,,,
138,Mayotte,6,2,0,0,0,6,0,22,2020-03-20,,,
139,Mongolia,6,0,0,0,0,6,0,2,2020-03-20,,,
140,Tanzania,6,0,0,0,0,6,0,1,2020-03-20,,,
141,Aruba,5,0,0,0,1,4,0,47,2020-03-20,,,
142,Gabon,4,1,1,1,0,3,0,2,2020-03-20,,,
143,Bahamas,4,1,0,0,0,4,0,10,2020-03-20,,,
144,Saint Martin,4,1,0,0,0,4,0,103,2020-03-20,,,
145,Suriname,4,3,0,0,0,4,0,7,2020-03-20,,,
146,Cayman Islands,3,0,1,0,0,2,0,46,2020-03-20,,,
147,Curaçao,3,0,1,0,0,2,0,18,2020-03-20,,,
148,CAR,3,2,0,0,0,3,0,6,2020-03-20,,,
149,Congo,3,0,0,0,0,3,0,5,2020-03-20,,,
150,Madagascar,3,3,0,0,0,3,0,1,2020-03-20,,,
151,Namibia,3,0,0,0,0,3,0,1,2020-03-20,,,
152,St. Barth,3,0,0,0,0,3,0,304,2020-03-20,,,
153,U.S. Virgin Islands,3,0,0,0,0,3,0,29,2020-03-20,,,
154,Sudan,2,0,1,0,0,1,0,5,2020-03-20,,,
155,Benin,2,0,0,0,0,2,0,2,2020-03-20,,,
156,Bermuda,2,0,0,0,0,2,0,32,2020-03-20,,,
157,Bhutan,2,1,0,0,0,2,0,3,2020-03-20,,,
158,Greenland,2,0,0,0,0,2,0,35,2020-03-20,,,
159,Guinea,2,1,0,0,0,2,0,2,2020-03-20,,,
160,Haiti,2,2,0,0,0,2,0,2,2020-03-20,,,
161,Isle of Man,2,1,0,0,0,2,0,24,2020-03-20,,,
162,Liberia,2,0,0,0,0,2,0,4,2020-03-20,,,
163,Mauritania,2,0,0,0,0,2,0,4,2020-03-20,,,
164,New Caledonia,2,0,0,0,0,2,0,7,2020-03-20,,,
165,Nicaragua,2,1,0,0,0,2,0,3,2020-03-20,,,
166,Saint Lucia,2,0,0,0,0,2,0,11,2020-03-20,,,
167,Zambia,2,0,0,0,0,2,0,1,2020-03-20,,,
168,Nepal,1,0,0,0,1,0,0,3,2020-03-20,,,
169,Angola,1,1,0,0,0,1,0,3,2020-03-20,,,
170,Antigua and Barbuda,1,0,0,0,0,1,0,10,2020-03-20,,,
171,Cabo Verde,1,1,0,0,0,1,0,2,2020-03-20,,,
172,Chad,1,0,0,0,0,1,0,6,2020-03-20,,,
173,Djibouti,1,0,0,0,0,1,0,1,2020-03-20,,,
174,El Salvador,1,0,0,0,0,1,0,2,2020-03-20,,,
175,Fiji,1,0,0,0,0,1,0,1,2020-03-20,,,
176,Gambia,1,0,0,0,0,1,0,4,2020-03-20,,,
177,Vatican City,1,0,0,0,0,1,0,1248,2020-03-20,,,
178,Montserrat,1,0,0,0,0,1,0,200,2020-03-20,,,
179,Niger,1,0,0,0,0,1,0,4,2020-03-20,,,
180,Papua New Guinea,1,1,0,0,0,1,0,1,2020-03-20,,,
181,St. Vincent Grenadines,1,0,0,0,0,1,0,9,2020-03-20,,,
182,Sint Maarten,1,0,0,0,0,1,0,23,2020-03-20,,,
183,Somalia,1,0,0,0,0,1,0,6,2020-03-20,,,
184,Eswatini,1,0,0,0,0,1,0,9,2020-03-20,,,
185,Zimbabwe,1,1,0,0,0,1,0,7,2020-03-20,,,
