index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,date,deaths_1m_pop,total_tests,tests_1m_pop
82,Senegal,10,0,0,0,2,8,0,6,2020-03-13,,,
83,Maldives,9,1,0,0,0,9,0,0,2020-03-13,,,
84,Armenia,8,2,0,0,0,8,0,27,2020-03-13,,,
85,Jamaica,8,6,0,0,0,8,0,27,2020-03-13,,,
86,Morocco,7,1,1,0,1,5,1,2,2020-03-13,,,
87,Afghanistan,7,0,0,0,0,7,0,2,2020-03-13,,,
88,Cambodia,7,2,0,0,1,6,0,4,2020-03-13,,,
89,Lithuania,6,3,0,0,0,6,0,22,2020-03-13,,,
90,Sri Lanka,6,3,0,0,1,5,0,3,2020-03-13,,,
91,French Guiana,6,0,0,0,0,6,0,0,2020-03-13,,,
92,Moldova,6,0,0,0,0,6,0,15,2020-03-13,,,
93,Paraguay,6,0,0,0,0,6,1,8,2020-03-13,,,
94,Dominican Republic,5,0,0,0,0,5,0,5,2020-03-13,,,
95,New Zealand,5,0,0,0,0,5,0,10,2020-03-13,,,
96,Réunion,5,1,0,0,0,5,0,0,2020-03-13,,,
97,Turkey,5,4,0,0,0,5,0,1,2020-03-13,,,
98,Cuba,4,1,0,0,0,4,0,4,2020-03-13,,,
99,Kazakhstan,4,4,0,0,0,4,0,2,2020-03-13,,,
100,Liechtenstein,4,0,0,0,0,4,0,0,2020-03-13,,,
101,Ukraine,3,0,1,1,0,2,0,1,2020-03-13,,,
102,Bangladesh,3,0,0,0,1,2,0,0,2020-03-13,,,
103,Bolivia,3,0,0,0,0,3,0,3,2020-03-13,,,
104,Channel Islands,3,0,0,0,0,3,0,0,2020-03-13,,,
105,Faeroe Islands,3,1,0,0,0,3,0,0,2020-03-13,,,
106,French Polynesia,3,2,0,0,0,3,0,0,2020-03-13,,,
107,Martinique,3,0,0,0,0,3,0,0,2020-03-13,,,
108,Monaco,2,0,0,0,0,2,0,0,2020-03-13,,,
109,Nigeria,2,0,0,0,0,2,0,0,2020-03-13,,,
110,Aruba,2,2,0,0,0,2,0,0,2020-03-13,,,
111,Burkina Faso,2,0,0,0,0,2,0,1,2020-03-13,,,
112,Cameroon,2,0,0,0,0,2,0,1,2020-03-13,,,
113,DRC,2,1,0,0,0,2,0,0,2020-03-13,,,
114,Ghana,2,0,0,0,0,2,0,1,2020-03-13,,,
115,Honduras,2,0,0,0,0,2,0,2,2020-03-13,,,
116,Saint Martin,2,0,0,0,0,2,0,0,2020-03-13,,,
117,Venezuela,2,2,0,0,0,2,0,1,2020-03-13,,,
118,Guyana,1,0,1,0,0,0,0,0,2020-03-13,,,
119,Sudan,1,1,1,1,0,0,0,0,2020-03-13,,,
120,Andorra,1,0,0,0,0,1,0,0,2020-03-13,,,
121,Jordan,1,0,0,0,1,0,0,1,2020-03-13,,,
122,Nepal,1,0,0,0,1,0,0,0,2020-03-13,,,
123,Antigua and Barbuda,1,1,0,0,0,1,0,0,2020-03-13,,,
124,Bhutan,1,0,0,0,0,1,0,0,2020-03-13,,,
125,Cayman Islands,1,1,0,0,0,1,0,0,2020-03-13,,,
126,Ivory Coast,1,0,0,0,0,1,0,0,2020-03-13,,,
127,Ethiopia,1,1,0,0,0,1,0,0,2020-03-13,,,
128,Gabon,1,1,0,0,0,1,0,4,2020-03-13,,,
129,Gibraltar,1,0,0,0,1,0,0,0,2020-03-13,,,
130,Guadeloupe,1,1,0,0,0,1,0,0,2020-03-13,,,
131,Guinea,1,1,0,0,0,1,0,1,2020-03-13,,,
132,Vatican City,1,0,0,0,0,1,0,0,2020-03-13,,,
133,Kenya,1,1,0,0,0,1,0,0,2020-03-13,,,
134,Mongolia,1,0,0,0,0,1,0,3,2020-03-13,,,
135,St. Barth,1,0,0,0,0,1,0,0,2020-03-13,,,
136,St. Vincent Grenadines,1,0,0,0,0,1,0,0,2020-03-13,,,
137,Togo,1,0,0,0,0,1,0,1,2020-03-13,,,
138,Trinidad and Tobago,1,0,0,0,0,1,0,7,2020-03-13,,,
