index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,date,deaths_1m_pop,total_tests,tests_1m_pop
179,Saint Lucia,3,0,0,0,0,3,0,16,2020-03-24,,,
180,Zambia,3,0,0,0,0,3,0,2,2020-03-24,,,
181,Nepal,2,0,0,0,1,1,0,7,2020-03-24,,,
182,Bhutan,2,0,0,0,0,2,0,3,2020-03-24,,,
183,Laos,2,2,0,0,0,2,0,3,2020-03-24,,,
184,Mauritania,2,0,0,0,0,2,0,4,2020-03-24,,,
185,Nicaragua,2,0,0,0,0,2,0,3,2020-03-24,,,
186,Sint Maarten,2,0,0,0,0,2,0,47,2020-03-24,,,
187,Belize,1,0,0,0,0,1,0,3,2020-03-24,,,
188,Eritrea,1,0,0,0,0,1,0,3,2020-03-24,,,
189,Grenada,1,0,0,0,0,1,0,9,2020-03-24,,,
190,Libya,1,1,0,0,0,1,0,1,2020-03-24,,,
191,Montserrat,1,0,0,0,0,1,0,200,2020-03-24,,,
192,Papua New Guinea,1,0,0,0,0,1,0,1,2020-03-24,,,
193,St. Vincent Grenadines,1,0,0,0,0,1,0,9,2020-03-24,,,
194,Somalia,1,0,0,0,0,1,0,6,2020-03-24,,,
195,Syria,1,0,0,0,0,1,0,6,2020-03-24,,,
196,Timor-Leste,1,0,0,0,0,1,0,8,2020-03-24,,,
197,Turks and Caicos,1,0,0,0,0,1,0,26,2020-03-24,,,
