index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,date,deaths_1m_pop,total_tests,tests_1m_pop
39,Philippines,187,45,12,0,5,170,1,17,2020-03-17,,,
40,Thailand,177,30,1,0,41,135,1,25,2020-03-17,,,
41,Indonesia,172,38,7,2,9,156,0,6,2020-03-17,,,
42,Saudi Arabia,171,38,0,0,6,165,0,49,2020-03-17,,,
43,Hong Kong,168,13,4,0,81,83,4,224,2020-03-17,,,
44,Iraq,154,21,11,1,41,102,0,38,2020-03-17,,,
45,India,143,14,3,1,14,126,0,1,2020-03-17,,,
46,Luxembourg,140,59,1,0,0,139,1,0,2020-03-17,,,
47,Kuwait,130,7,0,0,12,118,4,304,2020-03-17,,,
48,Lebanon,124,15,4,1,4,116,3,182,2020-03-17,,,
49,San Marino,119,10,11,2,4,104,11,0,2020-03-17,,,
50,Peru,117,31,0,0,1,116,8,35,2020-03-17,,,
51,Russia,114,21,0,0,8,106,0,8,2020-03-17,,,
52,UAE,113,15,0,0,26,87,2,114,2020-03-17,,,
53,Ecuador,111,53,2,0,0,109,2,63,2020-03-17,,,
54,Turkey,98,51,1,1,0,97,0,12,2020-03-17,,,
55,Slovakia,97,25,0,0,0,97,2,178,2020-03-17,,,
56,South Africa,85,21,0,0,0,85,0,14,2020-03-17,,,
57,Mexico,82,29,0,0,4,78,1,6,2020-03-17,,,
58,Bulgaria,81,19,2,0,0,79,0,117,2020-03-17,,,
59,Argentina,79,14,2,0,3,74,1,17,2020-03-17,,,
60,Armenia,78,26,0,0,1,77,2,263,2020-03-17,,,
61,Taiwan,77,10,1,0,20,56,0,32,2020-03-17,,,
62,Serbia,72,15,0,0,1,71,4,82,2020-03-17,,,
63,Panama,69,0,1,0,0,68,7,160,2020-03-17,,,
64,Croatia,69,12,0,0,5,64,0,168,2020-03-17,,,
65,Vietnam,66,5,0,0,16,50,0,7,2020-03-17,,,
66,Colombia,65,11,0,0,1,64,0,13,2020-03-17,,,
67,Algeria,61,1,5,1,10,46,0,14,2020-03-17,,,
68,Latvia,60,26,0,0,1,59,0,318,2020-03-17,,,
69,Brunei,56,2,0,0,0,56,1,0,2020-03-17,,,
70,Albania,55,4,1,0,0,54,2,191,2020-03-17,,,
71,Hungary,50,11,1,0,2,47,0,52,2020-03-17,,,
72,Costa Rica,50,9,0,0,0,50,3,98,2020-03-17,,,
73,Cyprus,49,3,0,0,0,49,1,406,2020-03-17,,,
74,Jordan,48,19,0,0,1,47,0,47,2020-03-17,,,
75,Faeroe Islands,47,29,0,0,0,47,0,0,2020-03-17,,,
76,Morocco,44,7,2,1,1,41,1,12,2020-03-17,,,
77,Sri Lanka,44,16,0,0,1,43,0,21,2020-03-17,,,
78,Palestine,41,2,0,0,0,41,0,80,2020-03-17,,,
79,Andorra,39,25,0,0,1,38,0,0,2020-03-17,,,
80,Malta,38,8,0,0,2,36,0,0,2020-03-17,,,
81,Belarus,36,0,0,0,3,33,0,38,2020-03-17,,,
82,Azerbaijan,34,9,1,0,6,27,0,34,2020-03-17,,,
83,Georgia,34,1,0,0,1,33,1,85,2020-03-17,,,
84,Bosnia and Herzegovina,34,9,0,0,2,32,0,104,2020-03-17,,,
85,Cambodia,33,21,0,0,1,32,0,20,2020-03-17,,,
86,Oman,33,9,0,0,12,21,0,65,2020-03-17,,,
87,Kazakhstan,33,23,0,0,0,33,0,18,2020-03-17,,,
88,Venezuela,33,16,0,0,0,33,0,12,2020-03-17,,,
89,North Macedonia,31,7,0,0,1,30,1,149,2020-03-17,,,
90,Moldova,30,1,0,0,1,29,1,74,2020-03-17,,,
91,Uruguay,29,0,0,0,0,29,0,83,2020-03-17,,,
92,Senegal,27,0,0,0,2,25,0,16,2020-03-17,,,
93,Lithuania,26,8,0,0,1,25,1,96,2020-03-17,,,
94,Tunisia,25,1,0,0,1,24,2,21,2020-03-17,,,
95,Afghanistan,22,1,0,0,1,21,0,6,2020-03-17,,,
96,Dominican Republic,21,0,1,0,0,20,0,19,2020-03-17,,,
97,Liechtenstein,19,12,0,0,0,19,0,0,2020-03-17,,,
98,Martinique,15,0,1,0,0,14,0,0,2020-03-17,,,
99,Burkina Faso,15,0,0,0,0,15,0,7,2020-03-17,,,
100,Ukraine,14,7,2,1,0,12,0,3,2020-03-17,,,
101,Macao,13,1,0,0,10,3,0,0,2020-03-17,,,
102,Maldives,13,0,0,0,0,13,0,0,2020-03-17,,,
103,New Zealand,12,4,0,0,0,12,0,25,2020-03-17,,,
104,Bolivia,12,1,0,0,0,12,0,10,2020-03-17,,,
105,Jamaica,12,0,0,0,2,10,0,41,2020-03-17,,,
106,French Guiana,11,0,0,0,0,11,0,0,2020-03-17,,,
107,Uzbekistan,11,3,0,0,0,11,0,3,2020-03-17,,,
108,Bangladesh,10,2,0,0,3,7,0,1,2020-03-17,,,
109,Cameroon,10,5,0,0,0,10,0,4,2020-03-17,,,
110,Monaco,9,0,0,0,0,9,0,0,2020-03-17,,,
111,Paraguay,9,1,0,0,0,9,1,13,2020-03-17,,,
112,Réunion,9,0,0,0,0,9,0,0,2020-03-17,,,
113,Guatemala,8,0,1,0,0,7,0,4,2020-03-17,,,
114,Honduras,8,2,0,0,0,8,0,8,2020-03-17,,,
115,Guyana,7,0,1,0,0,6,0,0,2020-03-17,,,
116,Ghana,7,1,0,0,0,7,0,2,2020-03-17,,,
117,Rwanda,7,0,0,0,0,7,0,5,2020-03-17,,,
118,Channel Islands,6,0,0,0,0,6,0,0,2020-03-17,,,
119,Ethiopia,6,1,0,0,0,6,0,1,2020-03-17,,,
120,Guadeloupe,6,0,0,0,0,6,0,0,2020-03-17,,,
121,Cuba,5,1,0,0,0,5,0,4,2020-03-17,,,
122,Guam,5,2,0,0,0,5,0,0,2020-03-17,,,
123,Mongolia,5,1,0,0,0,5,0,15,2020-03-17,,,
124,Puerto Rico,5,0,0,0,0,5,0,17,2020-03-17,,,
125,Trinidad and Tobago,5,1,0,0,0,5,0,36,2020-03-17,,,
126,Ivory Coast,4,0,0,0,0,4,0,2,2020-03-17,,,
127,Kenya,4,1,0,0,0,4,0,1,2020-03-17,,,
128,Seychelles,4,1,0,0,0,4,0,0,2020-03-17,,,
129,Nigeria,3,1,0,0,1,2,0,0,2020-03-17,,,
130,Aruba,3,1,0,0,0,3,0,0,2020-03-17,,,
131,Curaçao,3,1,0,0,0,3,0,0,2020-03-17,,,
132,DRC,3,0,0,0,0,3,0,0,2020-03-17,,,
133,French Polynesia,3,0,0,0,0,3,0,0,2020-03-17,,,
134,Gibraltar,3,0,0,0,2,1,0,0,2020-03-17,,,
135,Mayotte,3,1,0,0,0,3,0,0,2020-03-17,,,
136,St. Barth,3,0,0,0,0,3,0,0,2020-03-17,,,
137,Barbados,2,2,0,0,0,2,0,0,2020-03-17,,,
138,Liberia,2,1,0,0,0,2,0,4,2020-03-17,,,
139,Montenegro,2,2,0,0,0,2,0,0,2020-03-17,,,
140,Namibia,2,0,0,0,0,2,0,8,2020-03-17,,,
141,Saint Lucia,2,0,0,0,0,2,0,0,2020-03-17,,,
142,Saint Martin,2,0,0,0,0,2,0,0,2020-03-17,,,
143,U.S. Virgin Islands,2,1,0,0,0,2,0,0,2020-03-17,,,
144,Cayman Islands,1,0,1,0,0,0,0,0,2020-03-17,,,
145,Sudan,1,0,1,0,0,0,0,0,2020-03-17,,,
146,Nepal,1,0,0,0,1,0,0,0,2020-03-17,,,
147,Antigua and Barbuda,1,0,0,0,0,1,0,0,2020-03-17,,,
148,Bahamas,1,0,0,0,0,1,0,0,2020-03-17,,,
149,Benin,1,0,0,0,0,1,0,1,2020-03-17,,,
150,Bhutan,1,0,0,0,0,1,0,0,2020-03-17,,,
151,CAR,1,0,0,0,0,1,0,2,2020-03-17,,,
152,Congo,1,0,0,0,0,1,0,2,2020-03-17,,,
153,Equatorial Guinea,1,0,0,0,0,1,0,7,2020-03-17,,,
154,Gabon,1,0,0,0,0,1,0,4,2020-03-17,,,
155,Gambia,1,1,0,0,0,1,0,4,2020-03-17,,,
156,Greenland,1,0,0,0,0,1,0,0,2020-03-17,,,
157,Guinea,1,0,0,0,0,1,0,1,2020-03-17,,,
158,Vatican City,1,0,0,0,0,1,0,0,2020-03-17,,,
159,Mauritania,1,0,0,0,0,1,0,2,2020-03-17,,,
160,St. Vincent Grenadines,1,0,0,0,0,1,0,0,2020-03-17,,,
161,Somalia,1,0,0,0,0,1,0,1,2020-03-17,,,
162,Suriname,1,0,0,0,0,1,0,0,2020-03-17,,,
163,Eswatini,1,0,0,0,0,1,0,9,2020-03-17,,,
164,Tanzania,1,0,0,0,0,1,0,0,2020-03-17,,,
165,Togo,1,0,0,0,0,1,0,1,2020-03-17,,,
