index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,date,deaths_1m_pop,total_tests,tests_1m_pop
33,Saudi Arabia,1012,112,3,1,33,976,6,29,2020-03-26,,,
34,Finland,958,78,5,2,10,943,24,173,2020-03-26,,,
35,South Africa,927,218,0,0,12,915,2,16,2020-03-26,,,
36,Indonesia,893,103,78,20,35,780,0,3,2020-03-26,,,
37,Greece,892,71,26,4,36,830,53,86,2020-03-26,,,
38,Russia,840,182,3,0,38,799,8,6,2020-03-26,,,
39,Iceland,802,65,2,0,82,718,11,2350,2020-03-26,,,
40,India,727,70,20,8,45,662,0,5,2020-03-26,,,
41,Diamond Princess,712,0,10,0,597,105,15,0,2020-03-26,,,
42,Philippines,707,71,45,7,28,634,1,6,2020-03-26,,,
43,Singapore,683,52,2,0,172,509,17,117,2020-03-26,,,
44,Peru,580,100,9,0,14,557,14,18,2020-03-26,,,
45,Slovenia,562,34,6,1,10,546,14,270,2020-03-26,,,
46,Panama,558,0,8,0,2,548,20,129,2020-03-26,,,
47,Qatar,549,12,0,0,43,506,6,191,2020-03-26,,,
48,Estonia,538,134,1,0,8,529,6,406,2020-03-26,,,
49,Argentina,502,0,9,1,63,430,0,11,2020-03-26,,,
50,Egypt,495,39,24,3,102,369,0,5,2020-03-26,,,
51,Croatia,495,53,3,2,22,470,14,121,2020-03-26,,,
52,Colombia,491,21,6,2,8,477,0,10,2020-03-26,,,
53,Dominican Republic,488,96,10,0,3,475,0,45,2020-03-26,,,
54,Mexico,475,70,6,1,4,465,1,4,2020-03-26,,,
55,Bahrain,458,39,4,0,204,250,1,269,2020-03-26,,,
56,Serbia,457,73,7,3,15,435,21,52,2020-03-26,,,
57,Hong Kong,453,42,4,0,110,339,5,60,2020-03-26,,,
58,Iraq,382,36,36,7,105,241,0,9,2020-03-26,,,
59,Lebanon,368,35,6,0,23,339,3,54,2020-03-26,,,
60,Algeria,367,65,25,4,29,313,0,8,2020-03-26,,,
61,UAE,333,0,2,0,52,279,2,34,2020-03-26,,,
62,Lithuania,299,25,4,0,1,294,1,110,2020-03-26,,,
63,Armenia,290,25,1,1,18,271,6,98,2020-03-26,,,
64,New Zealand,283,0,0,0,27,256,0,59,2020-03-26,,,
65,Morocco,275,50,11,5,8,256,1,7,2020-03-26,,,
66,Bulgaria,264,22,3,0,8,253,8,38,2020-03-26,,,
67,Hungary,261,35,10,0,28,223,6,27,2020-03-26,,,
68,Taiwan,252,17,2,0,29,221,0,11,2020-03-26,,,
69,Latvia,244,23,0,0,1,243,0,129,2020-03-26,,,
70,Costa Rica,231,30,2,0,2,227,5,45,2020-03-26,,,
71,Slovakia,226,10,0,0,2,224,2,41,2020-03-26,,,
72,Andorra,224,36,3,2,1,220,6,2899,2020-03-26,,,
73,Uruguay,217,0,0,0,0,217,3,62,2020-03-26,,,
74,Jordan,212,40,0,0,1,211,0,21,2020-03-26,,,
75,San Marino,208,0,21,0,4,183,12,6130,2020-03-26,,,
76,Kuwait,208,13,0,0,49,159,7,49,2020-03-26,,,
77,North Macedonia,201,24,3,0,3,195,1,96,2020-03-26,,,
78,Tunisia,197,24,6,1,2,189,10,17,2020-03-26,,,
79,Ukraine,196,51,5,0,1,190,0,4,2020-03-26,,,
80,Bosnia and Herzegovina,191,15,3,0,2,186,1,58,2020-03-26,,,
81,Moldova,177,28,1,0,2,174,28,44,2020-03-26,,,
82,Albania,174,28,6,1,17,151,3,60,2020-03-26,,,
83,Vietnam,153,5,0,0,20,133,3,2,2020-03-26,,,
84,Burkina Faso,152,6,7,3,10,135,0,7,2020-03-26,,,
85,Cyprus,146,14,3,0,4,139,3,121,2020-03-26,,,
86,Faeroe Islands,140,8,0,0,47,93,0,2865,2020-03-26,,,
87,Réunion,135,24,0,0,1,134,0,151,2020-03-26,,,
88,Malta,134,5,0,0,2,132,1,303,2020-03-26,,,
89,Ghana,132,64,4,0,1,127,0,4,2020-03-26,,,
90,Azerbaijan,122,29,3,1,15,104,6,12,2020-03-26,,,
91,Brunei,114,5,0,0,5,109,1,261,2020-03-26,,,
92,Kazakhstan,111,30,1,1,2,108,0,6,2020-03-26,,,
93,Oman,109,10,0,0,23,86,0,21,2020-03-26,,,
94,Venezuela,107,1,0,0,15,92,2,4,2020-03-26,,,
95,Sri Lanka,106,4,0,0,7,99,3,5,2020-03-26,,,
96,Senegal,105,6,0,0,9,96,0,6,2020-03-26,,,
97,Cambodia,96,0,0,0,10,86,1,6,2020-03-26,,,
98,Ivory Coast,96,16,0,0,3,93,0,4,2020-03-26,,,
99,Afghanistan,94,10,4,2,2,88,0,2,2020-03-26,,,
100,Belarus,86,0,0,0,29,57,2,9,2020-03-26,,,
101,Palestine,84,13,1,0,17,66,0,16,2020-03-26,,,
102,Mauritius,81,33,2,0,0,79,1,64,2020-03-26,,,
103,Georgia,79,4,0,0,11,68,1,20,2020-03-26,,,
104,Cameroon,75,0,1,0,2,72,0,3,2020-03-26,,,
105,Uzbekistan,75,15,0,0,0,75,4,2,2020-03-26,,,
106,Guadeloupe,73,0,1,0,0,72,4,182,2020-03-26,,,
107,Montenegro,69,16,1,0,0,68,1,110,2020-03-26,,,
108,Cuba,67,10,2,1,1,64,2,6,2020-03-26,,,
109,Channel Islands,66,20,1,1,0,65,0,380,2020-03-26,,,
110,Martinique,66,0,1,0,0,65,7,176,2020-03-26,,,
111,Nigeria,65,14,1,0,2,62,0,3,2020-03-26,,,
112,Trinidad and Tobago,65,5,1,0,0,64,0,46,2020-03-26,,,
113,Liechtenstein,56,5,0,0,0,56,0,1469,2020-03-26,,,
114,Honduras,52,0,1,1,0,51,0,5,2020-03-26,,,
115,DRC,51,3,3,1,0,48,0,6,2020-03-26,,,
116,Rwanda,50,9,0,0,0,50,0,4,2020-03-26,,,
117,Bangladesh,44,5,5,0,11,28,1,3,2020-03-26,,,
118,Kyrgyzstan,44,0,0,0,0,44,0,7,2020-03-26,,,
119,Bolivia,43,11,0,0,0,43,0,4,2020-03-26,,,
120,Paraguay,41,4,3,0,0,38,1,6,2020-03-26,,,
121,Mayotte,36,0,0,0,0,36,0,132,2020-03-26,,,
122,Gibraltar,35,9,0,0,13,22,0,1039,2020-03-26,,,
123,Monaco,33,2,0,0,1,32,0,841,2020-03-26,,,
124,Kenya,31,3,1,1,1,29,0,6,2020-03-26,,,
125,Macao,31,0,0,0,10,21,0,48,2020-03-26,,,
126,French Polynesia,30,5,0,0,0,30,0,107,2020-03-26,,,
127,Aruba,28,9,0,0,1,27,0,262,2020-03-26,,,
128,French Guiana,28,0,0,0,6,22,0,94,2020-03-26,,,
129,Jamaica,26,0,1,0,2,23,0,9,2020-03-26,,,
130,Guatemala,25,1,1,0,4,20,0,1,2020-03-26,,,
131,Isle of Man,25,2,0,0,0,25,0,294,2020-03-26,,,
132,Madagascar,23,4,0,0,0,23,0,8,2020-03-26,,,
133,Togo,23,0,0,0,1,22,0,3,2020-03-26,,,
134,Barbados,18,0,0,0,0,18,0,63,2020-03-26,,,
135,Zambia,16,4,0,0,0,16,0,9,2020-03-26,,,
136,Bermuda,15,8,0,0,2,13,0,241,2020-03-26,,,
137,New Caledonia,14,0,0,0,0,14,0,49,2020-03-26,,,
138,Uganda,14,0,0,0,0,14,0,3,2020-03-26,,,
139,El Salvador,13,4,0,0,0,13,0,2,2020-03-26,,,
140,Maldives,13,0,0,0,8,5,0,24,2020-03-26,,,
141,Tanzania,13,0,0,0,0,13,0,2,2020-03-26,,,
142,Equatorial Guinea,12,3,0,0,0,12,0,9,2020-03-26,,,
143,Ethiopia,12,0,0,0,0,12,0,1,2020-03-26,,,
144,Djibouti,11,0,0,0,0,11,0,11,2020-03-26,,,
145,Dominica,11,0,0,0,0,11,0,153,2020-03-26,,,
146,Mongolia,11,1,0,0,0,11,0,3,2020-03-26,,,
147,Saint Martin,11,0,0,0,0,11,0,284,2020-03-26,,,
148,Niger,10,3,1,0,0,9,0,4,2020-03-26,,,
149,Bahamas,9,4,0,0,1,8,0,23,2020-03-26,,,
150,Cayman Islands,8,0,1,0,0,7,0,122,2020-03-26,,,
151,Haiti,8,0,0,0,0,8,0,7,2020-03-26,,,
152,Namibia,8,1,0,0,2,6,0,3,2020-03-26,,,
153,Suriname,8,0,0,0,0,8,0,14,2020-03-26,,,
154,Gabon,7,1,1,0,0,6,0,3,2020-03-26,,,
155,Antigua and Barbuda,7,4,0,0,0,7,0,71,2020-03-26,,,
156,Grenada,7,6,0,0,0,7,0,62,2020-03-26,,,
157,Mozambique,7,2,0,0,0,7,0,2,2020-03-26,,,
158,Seychelles,7,0,0,0,0,7,0,71,2020-03-26,,,
159,Curaçao,6,0,1,0,2,3,0,37,2020-03-26,,,
160,Benin,6,0,0,0,0,6,0,5,2020-03-26,,,
161,Eritrea,6,2,0,0,0,6,0,2,2020-03-26,,,
162,Greenland,6,0,0,0,2,4,0,106,2020-03-26,,,
163,Laos,6,3,0,0,0,6,0,8,2020-03-26,,,
164,Eswatini,6,2,0,0,0,6,0,5,2020-03-26,,,
165,Guyana,5,0,1,0,0,4,0,6,2020-03-26,,,
166,Fiji,5,0,0,0,0,5,0,6,2020-03-26,,,
167,Montserrat,5,4,0,0,0,5,0,1002,2020-03-26,,,
168,Myanmar,5,2,0,0,0,5,0,9,2020-03-26,,,
169,Syria,5,0,0,0,0,5,0,3,2020-03-26,,,
170,Cabo Verde,4,0,1,0,0,3,0,7,2020-03-26,,,
171,Angola,4,1,0,0,0,4,0,1,2020-03-26,,,
172,Congo,4,0,0,0,0,4,0,7,2020-03-26,,,
173,Guinea,4,0,0,0,0,4,0,3,2020-03-26,,,
174,Vatican City,4,0,0,0,0,4,0,4994,2020-03-26,,,
175,Mali,4,2,0,0,0,4,0,2,2020-03-26,,,
176,Gambia,3,0,1,0,0,2,0,1,2020-03-26,,,
177,Sudan,3,0,1,0,0,2,0,7,2020-03-26,,,
178,Zimbabwe,3,0,1,0,0,2,0,2,2020-03-26,,,
179,Nepal,3,0,0,0,1,2,0,1,2020-03-26,,,
180,CAR,3,0,0,0,0,3,0,6,2020-03-26,,,
181,Chad,3,0,0,0,0,3,0,2,2020-03-26,,,
182,Liberia,3,0,0,0,0,3,0,6,2020-03-26,,,
183,Mauritania,3,1,0,0,0,3,0,6,2020-03-26,,,
184,St. Barth,3,0,0,0,0,3,0,304,2020-03-26,,,
185,Saint Lucia,3,0,0,0,0,3,0,16,2020-03-26,,,
186,Sint Maarten,3,0,0,0,0,3,0,70,2020-03-26,,,
187,Anguilla,2,2,0,0,0,2,0,133,2020-03-26,,,
188,Belize,2,0,0,0,0,2,0,5,2020-03-26,,,
189,Bhutan,2,0,0,0,0,2,0,3,2020-03-26,,,
190,British Virgin Islands,2,0,0,0,0,2,0,66,2020-03-26,,,
191,Guinea-Bissau,2,0,0,0,0,2,0,1,2020-03-26,,,
192,Nicaragua,2,0,0,0,0,2,0,3,2020-03-26,,,
193,Saint Kitts and Nevis,2,0,0,0,0,2,0,38,2020-03-26,,,
194,Somalia,2,1,0,0,0,2,0,1,2020-03-26,,,
195,Turks and Caicos,2,1,0,0,0,2,0,52,2020-03-26,,,
196,Libya,1,0,0,0,0,1,0,1,2020-03-26,,,
197,Papua New Guinea,1,0,0,0,0,1,0,1,2020-03-26,,,
198,St. Vincent Grenadines,1,0,0,0,0,1,0,9,2020-03-26,,,
199,Timor-Leste,1,0,0,0,0,1,0,8,2020-03-26,,,
