index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,date,deaths_1m_pop,total_tests,tests_1m_pop
76,Latvia,34,4,0,0,1,33,0,180,2020-03-16,,,
77,Georgia,33,0,0,0,1,32,1,83,2020-03-16,,,
78,Malta,30,9,0,0,2,28,0,0,2020-03-16,,,
79,Jordan,29,17,0,0,1,28,0,28,2020-03-16,,,
80,Moldova,29,6,0,0,1,28,1,72,2020-03-16,,,
81,Uruguay,29,23,0,0,0,29,0,83,2020-03-16,,,
82,Sri Lanka,28,10,0,0,1,27,0,13,2020-03-16,,,
83,Azerbaijan,25,2,1,0,6,18,0,25,2020-03-16,,,
84,Bosnia and Herzegovina,25,1,0,0,2,23,0,76,2020-03-16,,,
85,Senegal,24,0,0,0,2,22,0,14,2020-03-16,,,
86,Oman,22,0,0,0,9,13,0,43,2020-03-16,,,
87,Afghanistan,21,5,0,0,1,20,0,5,2020-03-16,,,
88,Dominican Republic,21,10,0,0,0,21,0,19,2020-03-16,,,
89,Tunisia,20,0,0,0,0,20,2,17,2020-03-16,,,
90,North Macedonia,19,0,0,0,1,18,1,91,2020-03-16,,,
91,Faeroe Islands,18,7,0,0,0,18,0,0,2020-03-16,,,
92,Lithuania,17,3,0,0,1,16,0,62,2020-03-16,,,
93,Venezuela,17,0,0,0,0,17,0,6,2020-03-16,,,
94,Burkina Faso,15,12,0,0,0,15,0,7,2020-03-16,,,
95,Jamaica,15,5,0,0,2,13,0,51,2020-03-16,,,
96,Martinique,15,5,0,0,0,15,0,0,2020-03-16,,,
97,Andorra,14,9,0,0,0,14,0,0,2020-03-16,,,
98,Maldives,13,0,0,0,0,13,0,0,2020-03-16,,,
99,Cambodia,12,0,0,0,1,11,0,7,2020-03-16,,,
100,Macao,11,0,0,0,10,1,0,0,2020-03-16,,,
101,Bolivia,11,1,0,0,0,11,0,9,2020-03-16,,,
102,French Guiana,11,4,0,0,0,11,0,0,2020-03-16,,,
103,Kazakhstan,10,1,0,0,0,10,0,5,2020-03-16,,,
104,Réunion,9,2,0,0,0,9,0,0,2020-03-16,,,
105,Guatemala,8,7,1,0,0,7,0,4,2020-03-16,,,
106,New Zealand,8,0,0,0,0,8,0,17,2020-03-16,,,
107,Bangladesh,8,3,0,0,3,5,0,0,2020-03-16,,,
108,Paraguay,8,0,0,0,0,8,1,11,2020-03-16,,,
109,Uzbekistan,8,4,0,0,0,8,0,2,2020-03-16,,,
110,Guyana,7,3,1,0,0,6,0,0,2020-03-16,,,
111,Ukraine,7,4,1,0,0,6,0,2,2020-03-16,,,
112,Liechtenstein,7,0,0,0,0,7,0,0,2020-03-16,,,
113,Monaco,6,4,0,0,0,6,0,0,2020-03-16,,,
114,Channel Islands,6,3,0,0,0,6,0,0,2020-03-16,,,
115,Ghana,6,0,0,0,0,6,0,2,2020-03-16,,,
116,Guadeloupe,6,1,0,0,0,6,0,0,2020-03-16,,,
117,Honduras,6,3,0,0,0,6,0,6,2020-03-16,,,
118,Cameroon,5,1,0,0,0,5,0,2,2020-03-16,,,
119,Ethiopia,5,1,0,0,0,5,0,0,2020-03-16,,,
120,Puerto Rico,5,0,0,0,0,5,0,17,2020-03-16,,,
121,Rwanda,5,0,0,0,0,5,0,4,2020-03-16,,,
122,Ivory Coast,4,0,0,0,0,4,0,2,2020-03-16,,,
123,Cuba,4,0,0,0,0,4,0,4,2020-03-16,,,
124,Mongolia,4,3,0,0,0,4,0,12,2020-03-16,,,
125,Trinidad and Tobago,4,2,0,0,0,4,0,29,2020-03-16,,,
126,French Polynesia,3,0,0,0,0,3,0,0,2020-03-16,,,
127,Gibraltar,3,2,0,0,1,2,0,0,2020-03-16,,,
128,Guam,3,0,0,0,0,3,0,0,2020-03-16,,,
129,Kenya,3,0,0,0,0,3,0,1,2020-03-16,,,
130,St. Barth,3,2,0,0,0,3,0,0,2020-03-16,,,
131,Seychelles,3,0,0,0,0,3,0,0,2020-03-16,,,
132,Nigeria,2,0,0,0,1,1,0,0,2020-03-16,,,
133,Aruba,2,0,0,0,0,2,0,0,2020-03-16,,,
134,Curaçao,2,0,0,0,0,2,0,0,2020-03-16,,,
135,DRC,2,0,0,0,0,2,0,0,2020-03-16,,,
136,Namibia,2,0,0,0,0,2,0,8,2020-03-16,,,
137,Saint Lucia,2,0,0,0,0,2,0,0,2020-03-16,,,
138,Saint Martin,2,0,0,0,0,2,0,0,2020-03-16,,,
139,Cayman Islands,1,0,1,1,0,0,0,0,2020-03-16,,,
140,Sudan,1,0,1,0,0,0,0,0,2020-03-16,,,
141,Nepal,1,0,0,0,1,0,0,0,2020-03-16,,,
142,Antigua and Barbuda,1,0,0,0,0,1,0,0,2020-03-16,,,
143,Bahamas,1,0,0,0,0,1,0,0,2020-03-16,,,
144,Benin,1,1,0,0,0,1,0,1,2020-03-16,,,
145,Bhutan,1,0,0,0,0,1,0,0,2020-03-16,,,
146,CAR,1,0,0,0,0,1,0,2,2020-03-16,,,
147,Congo,1,0,0,0,0,1,0,2,2020-03-16,,,
148,Equatorial Guinea,1,0,0,0,0,1,0,7,2020-03-16,,,
149,Gabon,1,0,0,0,0,1,0,4,2020-03-16,,,
150,Greenland,1,1,0,0,0,1,0,0,2020-03-16,,,
151,Guinea,1,0,0,0,0,1,0,1,2020-03-16,,,
152,Vatican City,1,0,0,0,0,1,0,0,2020-03-16,,,
153,Liberia,1,1,0,0,0,1,0,2,2020-03-16,,,
154,Mauritania,1,0,0,0,0,1,0,2,2020-03-16,,,
155,Mayotte,1,0,0,0,0,1,0,0,2020-03-16,,,
156,St. Vincent Grenadines,1,0,0,0,0,1,0,0,2020-03-16,,,
157,Somalia,1,1,0,0,0,1,0,1,2020-03-16,,,
158,Suriname,1,0,0,0,0,1,0,0,2020-03-16,,,
159,Eswatini,1,0,0,0,0,1,0,9,2020-03-16,,,
160,Tanzania,1,1,0,0,0,1,0,0,2020-03-16,,,
161,Togo,1,0,0,0,0,1,0,1,2020-03-16,,,
162,U.S. Virgin Islands,1,0,0,0,0,1,0,0,2020-03-16,,,
