index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,date,deaths_1m_pop,total_tests,tests_1m_pop
42,India,396,64,7,2,24,365,0,3,2020-03-22,,,
43,Philippines,380,73,25,6,15,340,1,3,2020-03-22,,,
44,Russia,367,61,1,0,16,350,0,3,2020-03-22,,,
45,Peru,363,45,5,0,1,357,5,11,2020-03-22,,,
46,Bahrain,334,24,2,1,149,183,3,196,2020-03-22,,,
47,Egypt,327,33,14,4,56,257,0,3,2020-03-22,,,
48,Estonia,326,20,0,0,4,322,2,246,2020-03-22,,,
49,Hong Kong,317,43,4,0,100,213,4,42,2020-03-22,,,
50,South Africa,274,34,0,0,2,272,0,5,2020-03-22,,,
51,Croatia,254,48,1,0,5,248,5,62,2020-03-22,,,
52,Mexico,251,48,2,0,4,245,1,2,2020-03-22,,,
53,Lebanon,248,18,4,0,8,236,4,36,2020-03-22,,,
54,Panama,245,0,3,0,1,241,7,57,2020-03-22,,,
55,Iraq,233,19,20,3,57,156,0,6,2020-03-22,,,
56,Colombia,231,35,2,2,3,226,0,5,2020-03-22,,,
57,Argentina,225,67,4,0,27,194,0,5,2020-03-22,,,
58,Serbia,222,51,2,1,2,218,4,25,2020-03-22,,,
59,Dominican Republic,202,90,3,0,0,199,0,19,2020-03-22,,,
60,Algeria,201,62,17,2,65,119,0,5,2020-03-22,,,
61,Armenia,194,34,0,0,2,192,6,65,2020-03-22,,,
62,Kuwait,188,12,0,0,30,158,5,44,2020-03-22,,,
63,Bulgaria,187,24,3,0,3,181,3,27,2020-03-22,,,
64,Slovakia,185,7,0,0,7,178,2,34,2020-03-22,,,
65,San Marino,175,15,20,0,4,151,13,5158,2020-03-22,,,
66,Taiwan,169,16,2,0,28,139,0,7,2020-03-22,,,
67,UAE,153,0,2,0,38,113,2,15,2020-03-22,,,
68,Latvia,139,15,0,0,1,138,0,74,2020-03-22,,,
69,Uruguay,135,25,0,0,0,135,2,39,2020-03-22,,,
70,Costa Rica,134,17,2,0,2,130,2,26,2020-03-22,,,
71,Hungary,131,28,6,2,16,109,6,14,2020-03-22,,,
72,Lithuania,129,30,1,0,1,127,1,47,2020-03-22,,,
73,Bosnia and Herzegovina,126,33,1,0,2,123,1,38,2020-03-22,,,
74,Morocco,115,19,4,1,3,108,1,3,2020-03-22,,,
75,North Macedonia,115,30,1,1,1,113,1,55,2020-03-22,,,
76,Faeroe Islands,115,23,0,0,3,112,0,2354,2020-03-22,,,
77,Andorra,113,25,1,1,1,111,2,1462,2020-03-22,,,
78,Vietnam,113,19,0,0,17,96,2,1,2020-03-22,,,
79,Jordan,112,12,0,0,1,111,0,11,2020-03-22,,,
80,Cyprus,95,11,1,0,3,91,3,79,2020-03-22,,,
81,Moldova,94,14,1,0,1,92,3,23,2020-03-22,,,
82,Malta,90,17,0,0,2,88,1,204,2020-03-22,,,
83,Albania,89,13,2,0,2,85,2,31,2020-03-22,,,
84,Brunei,88,5,0,0,2,86,2,201,2020-03-22,,,
85,Cambodia,84,31,0,0,2,82,0,5,2020-03-22,,,
86,Sri Lanka,82,5,0,0,3,79,2,4,2020-03-22,,,
87,Belarus,76,0,0,0,15,61,0,8,2020-03-22,,,
88,Burkina Faso,75,11,4,1,5,66,0,4,2020-03-22,,,
89,Tunisia,75,15,3,2,1,71,7,6,2020-03-22,,,
90,Ukraine,73,26,3,0,1,69,0,2,2020-03-22,,,
91,Venezuela,70,0,0,0,15,55,2,2,2020-03-22,,,
92,Senegal,67,11,0,0,5,62,0,4,2020-03-22,,,
93,New Zealand,66,14,0,0,0,66,0,14,2020-03-22,,,
94,Azerbaijan,65,12,1,0,11,53,0,6,2020-03-22,,,
95,Kazakhstan,59,5,0,0,0,59,0,3,2020-03-22,,,
96,Palestine,59,6,0,0,17,42,0,12,2020-03-22,,,
97,Guadeloupe,56,0,1,0,0,55,4,140,2020-03-22,,,
98,Oman,55,3,0,0,17,38,0,11,2020-03-22,,,
99,Georgia,54,5,0,0,1,53,1,14,2020-03-22,,,
100,Trinidad and Tobago,50,1,0,0,0,50,0,36,2020-03-22,,,
101,Réunion,47,0,0,0,1,46,0,52,2020-03-22,,,
102,Uzbekistan,43,2,0,0,0,43,0,1,2020-03-22,,,
103,Afghanistan,40,16,1,1,1,38,0,1,2020-03-22,,,
104,Cameroon,40,0,0,0,2,38,0,2,2020-03-22,,,
105,Martinique,37,0,1,0,0,36,7,99,2020-03-22,,,
106,Liechtenstein,37,0,0,0,0,37,0,970,2020-03-22,,,
107,Cuba,35,14,1,0,0,34,0,3,2020-03-22,,,
108,Channel Islands,32,0,0,0,0,32,0,184,2020-03-22,,,
109,DRC,30,7,1,0,0,29,0,3,2020-03-22,,,
110,Nigeria,30,8,0,0,2,28,0,1,2020-03-22,,,
111,Mauritius,28,14,2,1,0,26,1,22,2020-03-22,,,
112,Bangladesh,27,3,2,0,3,22,0,2,2020-03-22,,,
113,Guam,27,12,1,1,0,26,0,160,2020-03-22,,,
114,Honduras,26,2,0,0,0,26,0,3,2020-03-22,,,
115,Bolivia,24,5,0,0,0,24,0,2,2020-03-22,,,
116,Ghana,23,2,1,0,0,22,0,7,2020-03-22,,,
117,Puerto Rico,23,2,1,0,0,22,0,8,2020-03-22,,,
118,Monaco,23,5,0,0,1,22,0,586,2020-03-22,,,
119,Paraguay,22,0,1,0,0,21,1,3,2020-03-22,,,
120,Macao,22,3,0,0,10,12,0,34,2020-03-22,,,
121,Montenegro,21,5,0,0,0,21,0,33,2020-03-22,,,
122,Guatemala,19,2,1,0,0,18,0,1,2020-03-22,,,
123,Jamaica,19,0,1,0,2,16,0,6,2020-03-22,,,
124,Rwanda,19,2,0,0,0,19,0,1,2020-03-22,,,
125,Guyana,18,0,1,0,0,17,0,23,2020-03-22,,,
126,French Guiana,18,0,0,0,0,18,0,60,2020-03-22,,,
127,Togo,16,0,0,0,0,16,0,2,2020-03-22,,,
128,French Polynesia,15,0,0,0,0,15,0,53,2020-03-22,,,
129,Gibraltar,15,5,0,0,2,13,0,445,2020-03-22,,,
130,Kenya,15,8,0,0,0,15,0,3,2020-03-22,,,
131,Barbados,14,0,0,0,0,14,0,49,2020-03-22,,,
132,Ivory Coast,14,0,0,0,1,13,0,5,2020-03-22,,,
133,Kyrgyzstan,14,0,0,0,0,14,0,2,2020-03-22,,,
134,Maldives,13,0,0,0,3,10,0,24,2020-03-22,,,
135,Tanzania,12,6,0,0,0,12,0,2,2020-03-22,,,
136,Ethiopia,11,2,0,0,0,11,0,10,2020-03-22,,,
137,Mayotte,11,0,0,0,0,11,0,40,2020-03-22,,,
138,Mongolia,10,0,0,0,0,10,0,3,2020-03-22,,,
139,Aruba,8,3,0,0,1,7,0,75,2020-03-22,,,
140,Seychelles,7,0,0,0,0,7,0,71,2020-03-22,,,
141,Equatorial Guinea,6,0,0,0,0,6,0,4,2020-03-22,,,
142,U.S. Virgin Islands,6,0,0,0,0,6,0,57,2020-03-22,,,
143,Gabon,5,0,1,0,0,4,0,2,2020-03-22,,,
144,Isle of Man,5,3,0,0,0,5,0,59,2020-03-22,,,
145,Saint Martin,5,0,0,0,0,5,0,129,2020-03-22,,,
146,Suriname,5,0,0,0,0,5,0,9,2020-03-22,,,
147,Bahamas,4,0,0,0,0,4,0,10,2020-03-22,,,
148,Greenland,4,2,0,0,0,4,0,70,2020-03-22,,,
149,New Caledonia,4,0,0,0,0,4,0,14,2020-03-22,,,
150,Eswatini,4,3,0,0,0,4,0,3,2020-03-22,,,
151,Cayman Islands,3,0,1,0,0,2,0,46,2020-03-22,,,
152,Curaçao,3,0,1,0,0,2,0,18,2020-03-22,,,
153,Cabo Verde,3,0,0,0,0,3,0,5,2020-03-22,,,
154,CAR,3,0,0,0,0,3,0,6,2020-03-22,,,
155,Congo,3,0,0,0,0,3,0,5,2020-03-22,,,
156,El Salvador,3,0,0,0,0,3,0,5,2020-03-22,,,
157,Liberia,3,0,0,0,0,3,0,6,2020-03-22,,,
158,Madagascar,3,0,0,0,0,3,0,1,2020-03-22,,,
159,Namibia,3,0,0,0,0,3,0,1,2020-03-22,,,
160,St. Barth,3,0,0,0,0,3,0,304,2020-03-22,,,
161,Zambia,3,1,0,0,0,3,0,2,2020-03-22,,,
162,Zimbabwe,3,0,0,0,0,3,0,2,2020-03-22,,,
163,Sudan,2,0,1,0,0,1,0,5,2020-03-22,,,
164,Angola,2,0,0,0,0,2,0,6,2020-03-22,,,
165,Benin,2,0,0,0,0,2,0,2,2020-03-22,,,
166,Bermuda,2,0,0,0,0,2,0,32,2020-03-22,,,
167,Bhutan,2,0,0,0,0,2,0,3,2020-03-22,,,
168,Fiji,2,0,0,0,0,2,0,2,2020-03-22,,,
169,Guinea,2,0,0,0,0,2,0,2,2020-03-22,,,
170,Haiti,2,0,0,0,0,2,0,2,2020-03-22,,,
171,Mauritania,2,0,0,0,0,2,0,4,2020-03-22,,,
172,Nicaragua,2,0,0,0,0,2,0,3,2020-03-22,,,
173,Niger,2,1,0,0,0,2,0,8,2020-03-22,,,
174,Saint Lucia,2,0,0,0,0,2,0,11,2020-03-22,,,
175,Nepal,1,0,0,0,1,0,0,3,2020-03-22,,,
176,Antigua and Barbuda,1,0,0,0,0,1,0,10,2020-03-22,,,
177,Chad,1,0,0,0,0,1,0,6,2020-03-22,,,
178,Djibouti,1,0,0,0,0,1,0,1,2020-03-22,,,
179,Dominica,1,1,0,0,0,1,0,14,2020-03-22,,,
180,Eritrea,1,0,0,0,0,1,0,3,2020-03-22,,,
181,Gambia,1,0,0,0,0,1,0,4,2020-03-22,,,
182,Grenada,1,1,0,0,0,1,0,9,2020-03-22,,,
183,Vatican City,1,0,0,0,0,1,0,1248,2020-03-22,,,
184,Montserrat,1,0,0,0,0,1,0,200,2020-03-22,,,
185,Mozambique,1,1,0,0,0,1,0,3,2020-03-22,,,
186,Papua New Guinea,1,0,0,0,0,1,0,1,2020-03-22,,,
187,St. Vincent Grenadines,1,0,0,0,0,1,0,9,2020-03-22,,,
188,Sint Maarten,1,0,0,0,0,1,0,23,2020-03-22,,,
189,Somalia,1,0,0,0,0,1,0,6,2020-03-22,,,
190,Syria,1,1,0,0,0,1,0,6,2020-03-22,,,
191,Timor-Leste,1,0,0,0,0,1,0,8,2020-03-22,,,
192,Uganda,1,0,0,0,0,1,0,2,2020-03-22,,,
